credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1.00,all_other,0.0800,344.71,10.69,1.94,822.00,11579.96,3879.00,7.90,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1083,440.89,11.26,11.52,717.00,4319.96,12266.00,41.20,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1083,620.51,10.92,14.34,772.00,4229.96,5503.00,55.00,4.00,0.00,0.00,0.00
1.00,small_business,0.1367,326.57,11.24,13.97,682.00,3636.96,9375.00,93.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1272,503.39,10.82,24.94,687.00,3690.00,8214.00,54.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1399,307.56,10.55,10.71,662.00,4590.00,3015.00,82.20,0.00,0.00,0.00,0.00
1.00,home_improvement,0.1430,411.89,11.18,20.87,662.00,3269.96,12089.00,64.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1442,515.74,11.23,3.22,682.00,3180.04,15137.00,43.60,0.00,2.00,0.00,0.00
1.00,all_other,0.0907,222.83,10.74,21.65,747.00,2970.00,5368.00,16.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1430,274.59,10.52,23.27,667.00,3000.00,11531.00,76.90,1.00,0.00,0.00,0.00
1.00,small_business,0.1426,411.67,11.50,3.83,762.00,6059.96,10106.00,67.40,3.00,0.00,0.00,0.00
1.00,small_business,0.1146,823.93,11.36,13.86,757.00,4530.00,46055.00,20.20,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1304,269.71,10.75,5.70,677.00,8249.96,8033.00,73.00,0.00,0.00,0.00,0.00
1.00,educational,0.1241,185.43,10.00,11.73,677.00,3539.96,1212.00,22.90,3.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0800,313.37,11.10,20.25,772.00,8220.00,9632.00,6.80,3.00,0.00,0.00,0.00
1.00,all_other,0.1083,308.63,11.16,14.33,727.00,5069.96,13823.00,79.90,0.00,0.00,0.00,0.00
1.00,educational,0.1430,34.33,9.62,15.04,662.00,3330.00,6553.00,96.00,3.00,0.00,0.00,0.00
1.00,all_other,0.1304,185.43,10.00,5.02,697.00,2159.96,2614.00,52.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1525,556.61,10.97,11.48,662.00,4920.00,16052.00,88.20,3.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1083,293.93,10.56,17.86,737.00,2670.04,0.00,0.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1209,232.81,10.78,9.80,712.00,4290.00,5585.00,6.40,1.00,0.00,1.00,0.00
1.00,all_other,0.1272,335.60,10.60,22.53,682.00,4020.00,408.00,2.10,3.00,2.00,0.00,0.00
1.00,all_other,0.1114,98.42,10.62,4.54,702.00,3840.04,4693.00,75.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1367,340.18,11.00,12.54,697.00,3570.00,27860.00,89.40,3.00,0.00,0.00,0.00
1.00,all_other,0.1146,184.56,11.43,8.28,692.00,6030.04,5559.00,58.50,2.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1051,195.05,10.31,14.36,727.00,1920.04,5028.00,40.20,0.00,0.00,0.00,0.00
1.00,credit_card,0.1178,49.67,11.98,7.68,682.00,3630.00,5350.00,87.70,3.00,0.00,0.00,0.00
1.00,credit_card,0.1146,273.55,11.31,15.50,727.00,3364.04,22164.00,96.80,1.00,0.00,0.00,0.00
1.00,all_other,0.1051,174.73,11.44,19.80,762.00,7590.00,14494.00,29.60,6.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1083,78.38,10.46,17.62,712.00,2640.04,15755.00,88.50,0.00,0.00,0.00,0.00
1.00,educational,0.1241,267.29,9.90,0.60,762.00,1440.00,2000.00,11.40,0.00,0.00,0.00,0.00
1.00,credit_card,0.1272,293.65,11.37,20.12,682.00,2790.00,25965.00,52.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1399,854.32,11.70,19.76,692.00,3780.04,41077.00,60.00,0.00,1.00,0.00,0.00
1.00,all_other,0.0800,156.69,11.41,4.28,762.00,5010.00,14442.00,28.30,0.00,0.00,0.00,0.00
1.00,educational,0.1114,275.57,11.37,11.88,702.00,4110.04,24216.00,73.80,3.00,0.00,0.00,1.00
1.00,all_other,0.1146,329.57,11.51,4.43,707.00,2850.00,13175.00,46.90,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1399,340.88,11.11,4.15,662.00,3960.00,11574.00,75.60,1.00,0.00,0.00,0.00
1.00,all_other,0.1241,267.29,10.46,6.38,712.00,1410.00,7740.00,37.60,1.00,0.00,0.00,0.00
1.00,all_other,0.0800,150.42,11.23,17.81,767.00,8010.00,71386.00,11.60,0.00,0.00,0.00,0.00
1.00,credit_card,0.1241,60.14,11.48,19.24,677.00,5460.00,34093.00,93.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1114,255.88,10.62,20.46,717.00,2831.00,11437.00,41.60,0.00,0.00,0.00,0.00
1.00,home_improvement,0.1399,512.60,11.07,5.38,702.00,3600.00,12945.00,76.60,2.00,0.00,1.00,1.00
1.00,debt_consolidation,0.1146,467.99,11.05,15.83,727.00,3660.00,11306.00,44.70,1.00,1.00,0.00,0.00
1.00,all_other,0.1367,136.08,9.62,14.00,662.00,3000.04,5617.00,87.80,0.00,0.00,0.00,1.00
1.00,small_business,0.0768,187.14,10.60,24.15,782.00,3030.04,1478.00,10.40,0.00,0.00,0.00,0.00
1.00,credit_card,0.1083,685.83,10.97,14.38,737.00,4050.04,8886.00,17.80,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1557,244.62,10.79,2.72,672.00,3010.04,3273.00,69.60,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0907,318.33,10.82,9.62,752.00,6150.00,18917.00,33.20,0.00,0.00,0.00,0.00
1.00,all_other,0.1114,196.84,11.08,22.41,697.00,7350.04,2611.00,7.80,0.00,6.00,0.00,0.00
1.00,all_other,0.1083,52.26,10.28,5.36,702.00,3780.04,7020.00,42.00,0.00,1.00,0.00,0.00
1.00,small_business,0.1114,524.89,11.92,2.50,722.00,7710.04,23165.00,31.70,0.00,2.00,0.00,0.00
1.00,all_other,0.1178,231.77,10.40,16.85,717.00,4530.04,0.00,0.00,2.00,0.00,0.00,0.00
1.00,all_other,0.1347,508.84,11.47,13.44,707.00,2256.00,8272.00,33.20,3.00,0.00,0.00,0.00
1.00,all_other,0.1083,244.94,10.83,14.59,707.00,4050.04,3800.00,21.70,1.00,0.00,0.00,0.00
1.00,credit_card,0.1083,78.38,10.60,15.75,697.00,5160.04,13620.00,29.90,2.00,0.00,0.00,1.00
1.00,credit_card,0.1241,167.06,11.39,23.88,677.00,3750.04,40726.00,83.00,1.00,0.00,1.00,1.00
1.00,all_other,0.1367,170.09,10.71,16.29,662.00,2160.00,4373.00,81.00,0.00,0.00,2.00,0.00
1.00,credit_card,0.1114,475.68,10.49,21.80,712.00,10368.04,23772.00,84.00,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1272,134.24,10.57,3.98,667.00,1830.00,5490.00,12.20,0.00,0.00,0.00,0.00
1.00,home_improvement,0.1493,242.42,10.17,11.77,662.00,1170.04,12597.00,63.00,1.00,0.00,0.00,0.00
1.00,credit_card,0.0768,93.57,10.74,3.97,762.00,10260.04,4361.00,7.30,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1336,711.22,11.35,10.74,687.00,6630.04,29381.00,88.20,2.00,0.00,1.00,1.00
1.00,debt_consolidation,0.1178,662.19,10.86,15.42,727.00,3755.04,25971.00,66.60,0.00,0.00,0.00,1.00
1.00,all_other,0.1178,240.05,11.56,5.04,707.00,3630.00,2134.00,12.50,1.00,0.00,0.00,0.00
1.00,small_business,0.0938,425.30,11.41,8.93,772.00,5648.04,126302.00,27.60,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1399,222.13,10.84,13.81,672.00,3060.04,29212.00,63.10,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1392,682.74,11.39,24.94,692.00,4975.96,27160.00,65.70,1.00,0.00,0.00,0.00
1.00,all_other,0.1904,458.46,11.72,5.84,662.00,6210.00,13363.00,99.00,1.00,1.00,0.00,1.00
1.00,debt_consolidation,0.1209,249.43,10.82,19.73,692.00,3360.04,12985.00,22.90,3.00,0.00,0.00,0.00
1.00,small_business,0.1336,338.68,11.00,7.24,697.00,5250.04,3617.00,14.40,0.00,2.00,0.00,0.00
1.00,home_improvement,0.0800,142.59,10.98,5.58,757.00,7590.00,19572.00,49.30,1.00,0.00,0.00,0.00
1.00,all_other,0.0768,93.57,10.35,19.33,777.00,2610.04,2707.00,13.40,1.00,0.00,0.00,0.00
1.00,all_other,0.0907,318.33,11.46,9.79,807.00,7470.04,0.00,0.00,2.00,0.00,0.00,0.00
1.00,major_purchase,0.1178,198.66,10.65,10.60,692.00,3090.04,1878.00,81.70,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1051,260.06,11.00,23.46,717.00,3403.04,44282.00,61.20,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1399,410.08,10.82,12.14,677.00,2220.04,12651.00,86.10,3.00,0.00,0.00,0.00
1.00,all_other,0.1557,314.51,10.60,0.00,687.00,2940.04,0.00,42.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1114,278.85,10.65,19.54,702.00,3990.00,2689.00,14.50,1.00,0.00,0.00,0.00
1.00,all_other,0.1336,101.61,10.35,17.46,662.00,1860.04,4922.00,65.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0907,152.80,10.78,14.60,742.00,7350.04,8900.00,49.20,0.00,0.00,0.00,0.00
1.00,credit_card,0.1146,430.92,11.43,12.63,727.00,5520.04,27920.00,33.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1209,399.09,10.13,11.04,692.00,8435.04,9931.00,29.60,0.00,1.00,0.00,1.00
1.00,small_business,0.1114,303.45,11.00,6.48,782.00,2580.04,52.00,1.50,0.00,0.00,0.00,0.00
1.00,credit_card,0.1367,748.39,11.23,22.08,692.00,2940.04,23176.00,84.30,0.00,0.00,0.00,0.00
1.00,credit_card,0.1241,614.76,11.60,14.38,702.00,5640.04,56969.00,89.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1051,496.55,11.00,9.94,757.00,5010.00,23218.00,29.80,0.00,0.00,0.00,0.00
1.00,educational,0.1051,48.77,10.93,12.94,702.00,9120.00,388.00,6.20,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1146,59.33,11.00,18.42,682.00,4470.04,4170.00,59.20,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1872,876.36,11.00,19.80,667.00,3271.00,23555.00,60.30,1.00,0.00,1.00,1.00
1.00,debt_consolidation,0.1020,161.81,11.05,11.09,717.00,3600.00,836.00,9.20,3.00,0.00,0.00,0.00
1.00,small_business,0.1146,164.79,10.82,13.09,717.00,1260.04,2042.00,13.90,1.00,0.00,0.00,0.00
1.00,educational,0.1020,77.67,9.55,0.86,757.00,1772.00,185.00,1.70,1.00,0.00,0.00,0.00
1.00,small_business,0.1209,332.58,11.51,15.01,687.00,5130.04,25853.00,41.70,0.00,0.00,0.00,0.00
1.00,all_other,0.1146,197.75,10.28,4.34,687.00,2280.04,3430.00,25.20,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1146,494.36,11.23,11.58,707.00,4350.00,20133.00,76.80,0.00,0.00,0.00,0.00
1.00,home_improvement,0.1367,217.72,10.88,16.35,662.00,9030.00,6713.00,59.90,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1620,211.54,11.08,14.91,662.00,4621.00,3234.00,98.00,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1272,201.36,10.70,3.08,677.00,5400.00,4901.00,58.70,1.00,2.00,0.00,0.00
1.00,educational,0.1493,346.32,10.92,12.85,667.00,4052.04,18810.00,59.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1051,173.11,11.35,21.12,722.00,7350.04,30067.00,61.80,1.00,0.00,0.00,0.00
1.00,credit_card,0.0907,458.39,11.35,1.50,792.00,4470.04,4658.00,10.70,0.00,0.00,0.00,0.00
1.00,all_other,0.0938,351.75,11.31,0.00,747.00,7920.00,3425.00,6.00,0.00,1.00,0.00,0.00
1.00,home_improvement,0.1588,491.37,11.70,20.67,662.00,6000.04,69937.00,97.80,1.00,0.00,0.00,0.00
1.00,small_business,0.1114,177.97,11.29,24.77,712.00,3750.04,12216.00,56.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1304,674.27,10.88,8.87,692.00,4380.00,5432.00,50.80,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1367,340.18,12.43,10.51,712.00,3990.00,89156.00,99.20,2.00,0.00,0.00,0.00
1.00,all_other,0.1209,199.55,11.32,18.06,682.00,3030.04,23958.00,87.10,0.00,0.00,0.00,0.00
1.00,home_improvement,0.0737,93.14,10.92,8.95,772.00,7410.04,4975.00,21.00,0.00,0.00,0.00,0.00
1.00,small_business,0.1336,846.70,11.76,16.62,712.00,7890.04,46663.00,47.40,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1493,83.12,10.64,21.55,672.00,5460.00,4332.00,98.50,0.00,0.00,1.00,1.00
1.00,small_business,0.1146,381.48,11.16,0.26,807.00,6570.00,495.00,4.90,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1083,212.28,10.62,24.43,717.00,3900.00,28473.00,26.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1399,273.39,11.23,11.98,677.00,5160.04,6372.00,95.70,1.00,0.00,0.00,0.00
1.00,small_business,0.1146,121.95,11.24,22.97,697.00,4290.00,47039.00,89.50,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1557,419.35,10.74,12.50,667.00,1860.04,12376.00,97.40,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1051,382.78,11.70,3.91,742.00,4110.04,20892.00,33.20,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1379,170.38,11.70,3.02,667.00,3289.00,4339.00,13.70,1.00,3.00,0.00,0.00
1.00,small_business,0.1083,374.76,11.65,8.42,742.00,7320.00,94699.00,54.20,3.00,0.00,0.00,0.00
1.00,credit_card,0.1083,146.97,11.00,8.66,712.00,4710.00,13103.00,53.50,0.00,0.00,1.00,0.00
1.00,credit_card,0.1020,330.09,10.69,14.37,732.00,2610.04,14869.00,46.90,0.00,0.00,0.00,0.00
1.00,credit_card,0.1083,391.90,11.61,17.82,722.00,10290.04,28631.00,54.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1209,432.35,10.82,11.16,717.00,3450.04,12941.00,96.60,0.00,0.00,0.00,0.00
1.00,small_business,0.0768,93.57,11.23,11.90,752.00,3210.00,5263.00,48.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1588,526.47,11.00,17.14,672.00,10170.00,13853.00,73.30,1.00,0.00,0.00,0.00
1.00,small_business,0.1020,194.17,11.05,3.56,722.00,8100.04,3567.00,66.10,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0938,175.88,10.93,5.36,737.00,3570.00,2707.00,56.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1241,334.11,11.16,10.35,682.00,3180.00,7198.00,29.10,2.00,3.00,0.00,0.00
1.00,debt_consolidation,0.1020,323.62,10.45,16.22,747.00,7890.04,21626.00,64.00,0.00,0.00,0.00,0.00
1.00,educational,0.1114,82.02,11.15,20.15,692.00,5250.04,51489.00,77.90,2.00,0.00,0.00,1.00
1.00,credit_card,0.1241,668.21,11.61,10.92,702.00,5370.00,25717.00,33.90,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1715,535.92,11.21,19.83,667.00,3690.04,52639.00,79.20,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0938,191.87,11.71,14.72,727.00,3900.00,73534.00,31.60,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1083,39.19,10.60,6.59,697.00,2310.04,1262.00,42.10,0.00,0.00,0.00,0.00
1.00,all_other,0.1178,49.67,10.60,5.43,687.00,2970.04,1434.00,13.70,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1178,165.55,11.23,1.84,702.00,5430.00,5104.00,44.40,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1114,656.11,11.70,2.82,727.00,6690.04,13417.00,31.30,1.00,1.00,0.00,0.00
1.00,home_improvement,0.1051,390.09,11.92,2.92,827.00,8763.00,84236.00,4.60,0.00,0.00,0.00,0.00
1.00,small_business,0.1221,832.88,11.85,11.97,742.00,6388.04,2796.00,6.10,4.00,0.00,0.00,0.00
1.00,credit_card,0.1367,204.11,10.71,22.78,692.00,8490.04,19270.00,97.30,1.00,0.00,1.00,0.00
1.00,home_improvement,0.1525,347.88,11.00,1.28,702.00,1290.04,4980.00,55.30,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1557,270.83,10.31,23.12,662.00,1200.04,7333.00,71.90,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1272,167.80,10.21,7.19,682.00,1860.04,5091.00,57.20,0.00,0.00,0.00,0.00
1.00,all_other,0.1241,668.21,10.55,1.96,787.00,8641.00,507.00,0.30,7.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0800,156.69,9.88,9.23,772.00,5190.04,5783.00,25.40,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1114,328.06,11.70,7.92,717.00,6060.04,111055.00,87.20,1.00,0.00,0.00,0.00
1.00,credit_card,0.1178,99.33,11.13,5.29,687.00,3750.04,10870.00,80.50,0.00,1.00,0.00,0.00
1.00,credit_card,0.1209,323.43,11.00,16.52,687.00,2940.04,4121.00,71.00,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1209,399.09,11.13,4.29,697.00,1710.00,9273.00,19.70,1.00,0.00,0.00,0.00
1.00,credit_card,0.0768,155.95,10.82,8.47,782.00,4950.04,14020.00,38.50,0.00,0.00,0.00,0.00
1.00,all_other,0.0938,230.24,10.71,0.00,782.00,4500.04,0.00,0.00,3.00,0.00,0.00,0.00
1.00,small_business,0.1304,674.27,11.47,13.95,722.00,1139.04,1175.00,22.20,1.00,0.00,0.00,0.00
1.00,major_purchase,0.1083,483.35,10.82,5.52,722.00,2581.04,3943.00,12.20,2.00,0.00,0.00,0.00
1.00,all_other,0.1209,399.09,11.08,21.03,702.00,3750.04,18273.00,85.40,1.00,0.00,0.00,0.00
1.00,major_purchase,0.0938,159.89,10.43,1.66,732.00,3287.00,2221.00,34.20,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1209,359.18,10.58,5.53,697.00,1650.04,14922.00,43.80,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1336,677.36,10.86,18.19,682.00,3360.04,26282.00,68.60,1.00,0.00,0.00,0.00
1.00,all_other,0.1304,202.28,11.78,11.06,672.00,8192.04,42125.00,50.70,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1304,536.05,11.18,3.52,712.00,3270.00,16122.00,97.70,0.00,0.00,0.00,0.00
1.00,credit_card,0.0938,431.69,11.51,10.60,752.00,6964.04,18640.00,44.90,0.00,0.00,0.00,0.00
1.00,all_other,0.0800,78.35,10.65,23.88,747.00,4380.00,634.00,14.40,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1430,293.47,11.28,18.14,692.00,4440.04,7987.00,42.50,3.00,0.00,0.00,1.00
1.00,credit_card,0.1241,160.38,11.05,13.81,672.00,2880.00,5034.00,45.40,3.00,1.00,1.00,1.00
1.00,small_business,0.1178,297.99,11.41,13.63,687.00,8100.04,51664.00,18.00,2.00,0.00,0.00,1.00
1.00,credit_card,0.1272,167.80,10.70,17.03,672.00,2670.04,7837.00,41.20,2.00,1.00,0.00,0.00
1.00,all_other,0.0907,305.60,10.86,3.67,807.00,5490.00,1631.00,1.30,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1588,526.47,11.52,11.13,697.00,4921.04,9935.00,16.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0800,159.82,10.93,7.85,747.00,4080.04,2839.00,35.00,0.00,0.00,0.00,0.00
1.00,credit_card,0.1051,117.03,10.86,19.87,707.00,6840.00,9423.00,31.30,0.00,0.00,0.00,0.00
1.00,credit_card,0.1272,588.13,11.93,15.72,692.00,4800.04,37008.00,56.20,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0938,204.66,10.49,19.03,732.00,4114.04,13871.00,38.60,1.00,0.00,0.00,0.00
1.00,all_other,0.1367,102.06,10.72,2.57,677.00,3120.04,1864.00,44.40,0.00,2.00,0.00,0.00
1.00,debt_consolidation,0.1568,490.03,10.92,18.92,672.00,1680.00,20619.00,59.40,0.00,0.00,0.00,0.00
1.00,credit_card,0.0938,399.72,11.29,3.67,772.00,4410.00,6495.00,0.00,1.00,0.00,0.00,0.00
1.00,credit_card,0.1083,594.39,10.71,18.83,722.00,3660.00,21526.00,55.50,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1304,107.89,10.53,17.18,682.00,4590.04,4548.00,81.20,0.00,1.00,0.00,0.00
1.00,all_other,0.1178,529.75,11.63,7.77,712.00,3690.04,4923.00,29.00,2.00,0.00,0.00,0.00
1.00,small_business,0.0988,322.11,11.16,11.78,732.00,5667.04,7875.00,25.80,3.00,0.00,0.00,0.00
1.00,credit_card,0.1083,45.73,9.21,21.84,697.00,3630.00,5032.00,47.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1557,681.43,10.79,14.57,662.00,6030.04,15563.00,50.90,1.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1083,293.93,10.24,12.30,742.00,4500.04,11679.00,51.20,2.00,0.00,0.00,0.00
1.00,educational,0.1126,197.18,10.55,2.34,712.00,2640.04,647.00,17.50,1.00,0.00,0.00,1.00
1.00,all_other,0.1020,233.01,11.20,11.36,732.00,2490.00,737.00,73.70,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1430,411.89,11.08,4.95,687.00,4830.04,12379.00,91.70,0.00,1.00,0.00,0.00
1.00,home_improvement,0.1083,326.59,11.00,2.88,762.00,3450.04,3123.00,10.40,0.00,0.00,0.00,0.00
1.00,small_business,0.1272,536.95,11.00,21.82,692.00,9750.00,22252.00,80.20,2.00,1.00,0.00,0.00
1.00,credit_card,0.1020,323.62,11.42,13.32,737.00,1740.00,14411.00,20.90,0.00,0.00,0.00,0.00
1.00,all_other,0.1146,229.06,11.53,13.56,707.00,5940.04,32024.00,63.80,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1209,332.58,11.22,19.01,692.00,4500.04,16390.00,89.60,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1209,399.09,11.23,11.25,747.00,7290.00,13816.00,23.70,6.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1272,687.13,10.97,9.48,692.00,3840.04,14066.00,24.30,3.00,0.00,0.00,0.00
1.00,small_business,0.0907,222.83,10.93,0.73,742.00,2370.04,2240.00,5.10,2.00,0.00,0.00,0.00
1.00,small_business,0.1178,662.19,11.32,0.22,807.00,3510.04,106.00,0.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0938,447.68,10.31,21.76,762.00,5280.04,19291.00,34.10,0.00,0.00,0.00,0.00
1.00,educational,0.1178,165.55,10.24,14.77,692.00,1800.00,7443.00,23.00,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1336,677.36,11.25,18.56,682.00,3570.00,18661.00,76.50,0.00,0.00,0.00,0.00
1.00,credit_card,0.1020,388.34,11.23,6.88,767.00,2760.04,0.00,0.00,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1146,230.70,10.82,8.74,692.00,1890.04,20248.00,27.70,0.00,0.00,0.00,1.00
1.00,small_business,0.1525,869.70,11.92,6.82,682.00,4980.04,0.00,0.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1715,571.64,11.05,19.13,667.00,4290.00,55188.00,98.30,3.00,0.00,0.00,1.00
1.00,small_business,0.0938,207.85,10.82,14.34,747.00,1979.04,178.00,0.50,2.00,0.00,0.00,0.00
1.00,home_improvement,0.0938,255.82,10.87,14.84,782.00,3900.00,9589.00,12.60,0.00,0.00,0.00,0.00
1.00,all_other,0.1221,199.89,9.80,6.27,687.00,3575.00,3289.00,32.60,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1209,399.09,11.60,23.61,692.00,11040.04,24417.00,77.50,2.00,0.00,0.00,0.00
1.00,home_improvement,0.0800,225.62,11.71,7.29,752.00,2913.00,16405.00,21.10,0.00,0.00,0.00,0.00
1.00,all_other,0.1253,66.94,10.60,19.20,697.00,3270.00,5396.00,89.90,3.00,0.00,0.00,0.00
1.00,credit_card,0.1062,423.28,10.93,1.38,782.00,4370.00,3153.00,23.70,0.00,0.00,0.00,0.00
1.00,credit_card,0.1746,897.06,11.64,3.94,662.00,4530.04,31852.00,80.60,3.00,1.00,0.00,1.00
1.00,debt_consolidation,0.1209,282.69,10.67,10.10,682.00,4350.00,8787.00,44.40,1.00,2.00,0.00,0.00
1.00,all_other,0.1367,170.09,11.05,9.03,667.00,11700.00,1026.00,51.30,0.00,1.00,0.00,0.00
1.00,small_business,0.1083,458.85,12.10,6.24,747.00,3600.00,60936.00,24.70,2.00,0.00,0.00,1.00
1.00,credit_card,0.0938,383.73,11.41,10.55,767.00,14580.00,2887.00,60.10,3.00,0.00,0.00,0.00
1.00,home_improvement,0.0932,319.47,11.64,0.45,772.00,6244.04,755.00,1.60,0.00,0.00,0.00,0.00
1.00,all_other,0.1304,94.40,11.11,11.62,667.00,4350.00,6219.00,57.10,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1241,668.21,11.37,7.66,707.00,6900.00,15565.00,81.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1178,827.74,11.78,10.20,717.00,8460.04,29601.00,55.10,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1178,551.28,11.23,11.47,707.00,3630.00,17565.00,53.90,0.00,0.00,0.00,0.00
1.00,credit_card,0.1304,236.00,10.97,13.77,672.00,2970.04,21159.00,76.10,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1146,202.69,9.86,9.63,707.00,3420.04,6949.00,81.80,1.00,0.00,0.00,0.00
1.00,all_other,0.0907,41.39,10.78,0.75,732.00,3690.04,542.00,60.20,0.00,0.00,0.00,0.00
1.00,all_other,0.1051,130.03,11.78,5.07,712.00,4470.04,11840.00,56.10,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0938,207.85,11.23,13.42,742.00,6810.04,29258.00,1.60,0.00,0.00,0.00,0.00
1.00,all_other,0.1272,590.65,11.08,12.14,687.00,8880.04,18734.00,62.00,2.00,0.00,1.00,0.00
1.00,credit_card,0.0800,62.68,10.43,13.38,742.00,3330.04,7713.00,32.40,1.00,0.00,0.00,0.00
1.00,all_other,0.1189,59.70,10.10,22.28,687.00,6751.04,2842.00,47.40,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1442,515.74,12.40,20.01,692.00,7290.00,77179.00,82.50,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1411,718.81,11.08,5.19,682.00,2130.00,15005.00,64.10,2.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1253,234.27,10.86,19.45,707.00,3818.04,18310.00,56.70,0.00,0.00,0.00,0.00
1.00,home_improvement,0.1221,273.19,11.23,9.10,707.00,6240.04,11136.00,42.70,1.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1505,520.37,10.82,10.63,677.00,4470.04,14761.00,77.30,0.00,1.00,0.00,0.00
